ID,Imprinted Gene,Gene,Paternal/Maternal,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
1428,INS,INS,Paternal,rs35506085-<b>?</b>,1 x 10-8,(female),NR,'-,0.17954 unit decrease,[0.12-0.24],"INS-IGF2, IGF2-AS",Fat-free mass,lean body mass,GCST007063,11:2144346,Anthropometric
1431,INS,INS,Paternal,rs35506085-<b>?</b>,8 x 10-58,,NR,'-,'-,'-,"INS-IGF2, IGF2-AS",Height,body height,GCST007841,11:2144346,Anthropometric
1456,INS,INS,Paternal,rs35506085-<b>?</b>,5 x 10-10,,NR,'-,0.17845 unit decrease,[0.12-0.23],"INS-IGF2, IGF2-AS",Fat-free mass,lean body mass,GCST007063,11:2144346,Anthropometric
1471,INS,INS-IGF2,Paternal,rs7948458-<b>?</b>,4 x 10-7,(weight),NR,'-,0.0137686 unit decrease,[0.0085-0.0191],INS-IGF2,Anthropometric traits,"body weight, body weights and measures",GCST007485,11:2151600,Anthropometric
1472,INS,INS-IGF2,Paternal,rs7948458-<b>?</b>,2 x 10-21,,'-,'-,'-,'-,INS-IGF2,Anthropometric traits (multi-trait analysis),body weights and measures,GCST007490,11:2151600,Anthropometric
1484,INS,INS-IGF2,Paternal,rs3842763-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,INS-IGF2,Waist-hip ratio,waist-hip ratio,GCST007067,11:2157974,Anthropometric
1486,INS,INS-IGF2,Paternal,rs35506085-<b>?</b>,1 x 10-8,(female),NR,'-,0.17954 unit decrease,[0.12-0.24],"INS-IGF2, IGF2-AS",Fat-free mass,lean body mass,GCST007063,11:2144346,Anthropometric
1493,INS,INS-IGF2,Paternal,rs35506085-<b>?</b>,8 x 10-58,,NR,'-,'-,'-,"INS-IGF2, IGF2-AS",Height,body height,GCST007841,11:2144346,Anthropometric
1515,INS,INS-IGF2,Paternal,rs35506085-<b>?</b>,5 x 10-10,,NR,'-,0.17845 unit decrease,[0.12-0.23],"INS-IGF2, IGF2-AS",Fat-free mass,lean body mass,GCST007063,11:2144346,Anthropometric
1522,IRAIN,IRAIN,Paternal,rs191817094-<b>A</b>,1 x 10-6,(African),NR,'-,1.2155 unit increase,[0.72-1.71],"IRAIN, FAM169B",Childhood obesity,obesity,GCST009382,15:98552042,Anthropometric
1523,IRAIN,IRAIN,Paternal,rs28605724-<b>?</b>,2 x 10-19,,NR,'-,'-,'-,"FAM169B, IRAIN",Height,body height,GCST007841,15:98562288,Anthropometric
1524,IRAIN,IRAIN,Paternal,rs9672558-<b>?</b>,7 x 10-63,,NR,'-,0.10059936 unit decrease,[0.089-0.112],"FAM169B, IRAIN",Height,body height,GCST008839,15:98636976,Anthropometric
1525,IRAIN,IRAIN,Paternal,rs56937648-<b>A</b>,1 x 10-11,,0.8495,'-,0.0661 unit increase,[0.047-0.085],"FAM169B, IRAIN",Height,body height,GCST008163,15:98639696,Anthropometric
1526,IRAIN,IRAIN,Paternal,rs1573891-<b>?</b>,1 x 10-14,(male),NR,'-,0.37004 unit decrease,[0.28-0.46],"IRAIN, FAM169B",Fat-free mass,lean body mass,GCST007063,15:98643259,Anthropometric
1527,IRAIN,IRAIN,Paternal,rs1573891-<b>?</b>,2 x 10-18,,NR,'-,0.26621 unit decrease,[0.21-0.33],"IRAIN, FAM169B",Fat-free mass,lean body mass,GCST007063,15:98643259,Anthropometric
2083,LIN28B,LIN28B,Paternal,rs1475120-<b>G</b>,3 x 10-13,,0.452766,'-,0.0133593 unit decrease,[0.0098-0.017],LIN28B,Heel bone mineral density,heel bone mineral density,GCST006979,6:104942078,Anthropometric
2084,LIN28B,LIN28B,Paternal,rs395962-<b>T</b>,3 x 10-14,,0.3169,'-,0.0281 unit increase,[0.021-0.035],LIN28B,Waist circumference adjusted for BMI (adjusted for smoking behaviour),"smoking behavior, BMI-adjusted waist circumference",GCST004500,6:104949543,Anthropometric
2085,LIN28B,LIN28B,Paternal,rs314263-<b>T</b>,1 x 10-42,,0.676,'-,0.043 unit decrease,[0.037-0.049],LIN28B,Height,body height,GCST002647,6:104944870,Anthropometric
2086,LIN28B,LIN28B,Paternal,rs395962-<b>T</b>,2 x 10-6,"(EA,women)",0.3235,'-,0.0223 unit increase,[0.013-0.032],LIN28B,Waist circumference adjusted for body mass index,BMI-adjusted waist circumference,GCST004063,6:104949543,Anthropometric
2087,LIN28B,LIN28B,Paternal,rs395962-<b>T</b>,2 x 10-12,"(EA, men)",0.3235,'-,0.0358 unit increase,[0.026-0.046],LIN28B,Waist circumference adjusted for body mass index,BMI-adjusted waist circumference,GCST004063,6:104949543,Anthropometric
2088,LIN28B,LIN28B,Paternal,rs395962-<b>T</b>,1 x 10-15,(EA),0.3235,'-,0.0288 unit increase,[0.022-0.036],LIN28B,Waist circumference adjusted for body mass index,BMI-adjusted waist circumference,GCST004063,6:104949543,Anthropometric
2089,LIN28B,LIN28B,Paternal,rs395962-<b>T</b>,3 x 10-6,,0.3169,'-,0.0367 unit increase,[0.021-0.052],LIN28B,Waist circumference adjusted for BMI in smokers,"smoking behavior, BMI-adjusted waist circumference",GCST004503,6:104949543,Anthropometric
2090,LIN28B,LIN28B,Paternal,rs395962-<b>T</b>,8 x 10-7,(men),0.3169,'-,0.0548 unit increase,[0.033-0.077],LIN28B,Waist circumference adjusted for BMI in smokers,"smoking behavior, BMI-adjusted waist circumference",GCST004503,6:104949543,Anthropometric
2091,LIN28B,LIN28B,Paternal,rs395962-<b>T</b>,2 x 10-11,"(EA, men)",0.3246,'-,0.0438 cm increase,[0.031-0.057],LIN28B,Waist circumference adjusted for BMI in active individuals,"BMI-adjusted waist circumference, physical activity measurement",GCST004564,6:104949543,Anthropometric
2092,LIN28B,LIN28B,Paternal,rs314276-<b>A</b>,2 x 10-14,,0.3263,'-,0.0553 unit increase,[0.041-0.069],LIN28B,Height,body height,GCST008163,6:104960124,Anthropometric
2093,LIN28B,LIN28B,Paternal,rs62419609-<b>?</b>,2 x 10-11,,NR,'-,'-,'-,LIN28B,Waist circumference adjusted for body mass index,BMI-adjusted waist circumference,GCST009867,6:104981636,Anthropometric
2094,LIN28B,LIN28B,Paternal,rs395962-<b>?</b>,1 x 10-175,,NR,'-,'-,'-,LIN28B,Height,body height,GCST007841,6:104949543,Anthropometric
2095,LIN28B,LIN28B,Paternal,rs12207399-<b>?</b>,1 x 10-33,,NR,'-,0.037892476 unit decrease,[0.032-0.044],"LIN28B, LIN28B-AS1",Height,body height,GCST008839,6:104937737,Anthropometric
2096,LIN28B,LIN28B,Paternal,rs11156429-<b>?</b>,3 x 10-15,(EA),0.4566,'-,'-,'-,LIN28B-AS1,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),"BMI-adjusted waist circumference, physical activity measurement",GCST004563,6:104916546,Anthropometric
2097,LIN28B,LIN28B,Paternal,rs7759938-<b>C</b>,5 x 10-12,(women),0.3414,'-,0.0435 cm increase,[0.031-0.056],LIN28B-AS1,Waist circumference adjusted for BMI in active individuals,"BMI-adjusted waist circumference, physical activity measurement",GCST004564,6:104931079,Anthropometric
2098,LIN28B,LIN28B,Paternal,rs7759938-<b>C</b>,4 x 10-11,,0.3303,'-,0.0286 cm increase,[0.02-0.037],LIN28B-AS1,Waist circumference adjusted for BMI in active individuals,"BMI-adjusted waist circumference, physical activity measurement",GCST004564,6:104931079,Anthropometric
2099,LIN28B,LIN28B,Paternal,rs7759938-<b>?</b>,1 x 10-15,,0.3303,'-,'-,'-,LIN28B-AS1,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),"BMI-adjusted waist circumference, physical activity measurement",GCST004563,6:104931079,Anthropometric
2100,LIN28B,LIN28B,Paternal,rs7759938-<b>?</b>,1 x 10-13,"(EA, men)",0.3209,'-,'-,'-,LIN28B-AS1,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),"BMI-adjusted waist circumference, physical activity measurement",GCST004563,6:104931079,Anthropometric
2101,LIN28B,LIN28B,Paternal,rs11156429-<b>?</b>,9 x 10-7,"(EA, women)",0.4566,'-,'-,'-,LIN28B-AS1,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),"BMI-adjusted waist circumference, physical activity measurement",GCST004563,6:104916546,Anthropometric
2102,LIN28B,LIN28B,Paternal,rs7759938-<b>T</b>,5 x 10-8,,0.56,'-,0.031 unit decrease,[0.017-0.045],LIN28B-AS1,Height,body height,GCST002702,6:104931079,Anthropometric
2103,LIN28B,LIN28B,Paternal,rs7759938-<b>T</b>,2 x 10-6,"(EA, women)",0.6803,'-,0.0231 unit decrease,[0.013-0.033],LIN28B-AS1,Hip circumference adjusted for BMI,BMI-adjusted hip circumference,GCST004067,6:104931079,Anthropometric
2104,LIN28B,LIN28B,Paternal,rs7759938-<b>T</b>,2 x 10-13,(EA),0.6803,'-,0.0279 unit decrease,[0.02-0.035],LIN28B-AS1,Hip circumference adjusted for BMI,BMI-adjusted hip circumference,GCST004067,6:104931079,Anthropometric
2105,LIN28B,LIN28B,Paternal,rs7759938-<b>T</b>,1 x 10-9,"(EA,men)",0.6803,'-,0.0331 unit decrease,[0.023-0.044],LIN28B-AS1,Hip circumference adjusted for BMI,BMI-adjusted hip circumference,GCST004067,6:104931079,Anthropometric
2106,LIN28B,LIN28B,Paternal,rs11156429-<b>T</b>,2 x 10-15,(EA),0.4566,'-,0.0297 cm increase,[0.022-0.037],LIN28B-AS1,Waist circumference adjusted for body mass index,"BMI-adjusted waist circumference, physical activity measurement",GCST004562,6:104916546,Anthropometric
2107,LIN28B,LIN28B,Paternal,rs7759938-<b>C</b>,3 x 10-13,(men),0.3303,'-,0.0416 cm increase,[0.03-0.053],LIN28B-AS1,Waist circumference adjusted for body mass index,"BMI-adjusted waist circumference, physical activity measurement",GCST004562,6:104931079,Anthropometric
2108,LIN28B,LIN28B,Paternal,rs11156429-<b>T</b>,2 x 10-6,"(EA, women)",0.4566,'-,0.0232 cm increase,[0.014-0.033],LIN28B-AS1,Waist circumference adjusted for body mass index,"BMI-adjusted waist circumference, physical activity measurement",GCST004562,6:104916546,Anthropometric
2109,LIN28B,LIN28B,Paternal,rs7759938-<b>C</b>,2 x 10-13,"(EA, men)",0.3209,'-,0.0436 cm increase,[0.032-0.055],LIN28B-AS1,Waist circumference adjusted for body mass index,"BMI-adjusted waist circumference, physical activity measurement",GCST004562,6:104931079,Anthropometric
2110,LIN28B,LIN28B,Paternal,rs7759938-<b>C</b>,6 x 10-15,(women),0.3303,'-,0.043 cm increase,[0.032-0.054],LIN28B-AS1,Waist circumference adjusted for body mass index,"BMI-adjusted waist circumference, physical activity measurement",GCST004562,6:104931079,Anthropometric
2111,LIN28B,LIN28B,Paternal,rs7759938-<b>C</b>,3 x 10-15,,0.3303,'-,0.0302 cm increase,[0.023-0.038],LIN28B-AS1,Waist circumference adjusted for body mass index,"BMI-adjusted waist circumference, physical activity measurement",GCST004562,6:104931079,Anthropometric
2112,LIN28B,LIN28B,Paternal,rs11156429-<b>T</b>,1 x 10-10,(EA),0.4566,'-,0.0275 cm increase,[0.019-0.036],LIN28B-AS1,Waist circumference adjusted for BMI in active individuals,"BMI-adjusted waist circumference, physical activity measurement",GCST004564,6:104916546,Anthropometric
2113,LIN28B,LIN28B,Paternal,rs1933801-<b>?</b>,5 x 10-35,,NR,'-,'-,'-,LIN28B-AS1,Waist circumference adjusted for body mass index,BMI-adjusted waist circumference,GCST009867,6:104917850,Anthropometric
2114,LIN28B,LIN28B,Paternal,rs9391253-<b>?</b>,4 x 10-8,,NR,'-,0.03476676 unit increase,[0.022-0.047],LIN28B-AS1,Height,body height,GCST008053,6:104919741,Anthropometric
2115,LIN28B,LIN28B,Paternal,rs1933801-<b>?</b>,2 x 10-14,,NR,'-,'-,'-,LIN28B-AS1,Heel bone mineral density,heel bone mineral density,GCST007066,6:104917850,Anthropometric
2116,LIN28B,LIN28B,Paternal,rs7759938-<b>C</b>,3 x 10-11,,0.321912,'-,0.00997693 unit decrease,[0.007-0.0129],LIN28B-AS1,Body size at age 10,"comparative body size at age 10, self-reported",GCST010989,6:104931079,Anthropometric
2117,LIN28B,LIN28B,Paternal,rs314277-<b>A</b>,1 x 10-8,,0.13,'-,0.41 cm increase,[0.26-0.59],LIN28B,Height,body height,GCST000176,6:104959787,Anthropometric
2118,LIN28B,LIN28B,Paternal,rs314268-<b>C</b>,8 x 10-7,,0.34,'-,4.6 % s.d. increase,[2.84-6.36],LIN28B,Height,body height,GCST000175,6:104970103,Anthropometric
2119,LIN28B,LIN28B,Paternal,rs314263-<b>C</b>,3 x 10-7,,0.318936,'-,0.01352 unit decrease,NR,LIN28B,Body fat distribution (arm fat ratio),body fat distribution,GCST007293,6:104944870,Anthropometric
2120,LIN28B,LIN28B,Paternal,rs314263-<b>C</b>,3 x 10-6,(females),0.318936,'-,0.01491 unit decrease,NR,LIN28B,Body fat distribution (arm fat ratio),body fat distribution,GCST007293,6:104944870,Anthropometric
2121,LIN28B,LIN28B,Paternal,rs314263-<b>C</b>,1 x 10-22,(females),0.318936,'-,0.03499 unit decrease,NR,LIN28B,Body fat distribution (leg fat ratio),body fat distribution,GCST007295,6:104944870,Anthropometric
2122,LIN28B,LIN28B,Paternal,rs314263-<b>C</b>,1 x 10-14,(males),0.318936,'-,0.03054 unit decrease,NR,LIN28B,Body fat distribution (leg fat ratio),body fat distribution,GCST007295,6:104944870,Anthropometric
2123,LIN28B,LIN28B,Paternal,rs314263-<b>C</b>,2 x 10-35,,0.318936,'-,0.03303 unit decrease,NR,LIN28B,Body fat distribution (leg fat ratio),body fat distribution,GCST007295,6:104944870,Anthropometric
2124,LIN28B,LIN28B,Paternal,rs314263-<b>C</b>,1 x 10-16,(males),0.318936,'-,0.03328 unit increase,NR,LIN28B,Body fat distribution (trunk fat ratio),body fat distribution,GCST007294,6:104944870,Anthropometric
2125,LIN28B,LIN28B,Paternal,rs314263-<b>C</b>,8 x 10-44,,0.318936,'-,0.03644 unit increase,NR,LIN28B,Body fat distribution (trunk fat ratio),body fat distribution,GCST007294,6:104944870,Anthropometric
2126,LIN28B,LIN28B,Paternal,rs314263-<b>C</b>,3 x 10-29,(females),0.318936,'-,0.03898 unit increase,NR,LIN28B,Body fat distribution (trunk fat ratio),body fat distribution,GCST007294,6:104944870,Anthropometric
2127,LIN28B,LIN28B,Paternal,rs395962-<b>T</b>,2 x 10-10,,0.3169,'-,0.0257 unit increase,[0.018-0.034],LIN28B,Waist circumference adjusted for BMI in non-smokers,BMI-adjusted waist circumference,GCST004504,6:104949543,Anthropometric
2128,LIN28B,LIN28B,Paternal,rs395962-<b>T</b>,3 x 10-8,(men),0.3169,'-,0.0344 unit increase,[0.022-0.047],LIN28B,Waist circumference adjusted for BMI in non-smokers,BMI-adjusted waist circumference,GCST004504,6:104949543,Anthropometric
2129,LIN28B,LIN28B,Paternal,rs395962-<b>T</b>,6 x 10-14,(men),0.3169,'-,0.0398 unit increase,[0.029-0.05],LIN28B,Waist circumference adjusted for BMI (adjusted for smoking behaviour),"smoking behavior, BMI-adjusted waist circumference",GCST004500,6:104949543,Anthropometric
2130,LIN28B,LIN28B,Paternal,rs395962-<b>T</b>,5 x 10-14,,0.3169,'-,'-,'-,LIN28B,Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction),"smoking behavior, BMI-adjusted waist circumference",GCST004501,6:104949543,Anthropometric
2131,LIN28B,LIN28B,Paternal,rs395962-<b>T</b>,1 x 10-12,(men),0.3169,'-,'-,'-,LIN28B,Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction),"smoking behavior, BMI-adjusted waist circumference",GCST004501,6:104949543,Anthropometric
2132,LIN28B,LIN28B,Paternal,rs221616-<b>?</b>,1 x 10-12,,NR,'-,'-,'-,LIN28B,Waist circumference adjusted for body mass index,BMI-adjusted waist circumference,GCST009867,6:105032819,Anthropometric
2133,LIN28B,LIN28B,Paternal,rs314263-<b>?</b>,6 x 10-10,,NR,'-,0.03827385 unit decrease,[0.026-0.05],LIN28B,Height,body height,GCST008053,6:104944870,Anthropometric
2134,LIN28B,LIN28B,Paternal,rs314268-<b>?</b>,2 x 10-6,,NR,'-,0.02793575 unit decrease,[0.016-0.039],LIN28B,Height,body height,GCST008053,6:104970103,Anthropometric
2135,LIN28B,LIN28B,Paternal,rs314261-<b>?</b>,3 x 10-10,,NR,'-,0.0133438 unit decrease,[0.0093-0.0174],LIN28B,Heel bone mineral density,heel bone mineral density,GCST006433,6:105005542,Anthropometric
2136,LIN28B,LIN28B,Paternal,rs7766336-<b>G</b>,1 x 10-10,,0.67998,'-,0.0477899 unit increase,[0.033-0.062],"LIN28B-AS1, LIN28B",Appendicular lean mass,appendicular lean mass,GCST009577,6:104940530,Anthropometric
2137,LIN28B,LIN28B,Paternal,rs9391253-<b>T</b>,5 x 10-12,,0.32,1.16,'-,[NR],LIN28B-AS1,Height,body height,GCST001956,6:104919741,Anthropometric
2138,LIN28B,LIN28B,Paternal,rs11156429-<b>T</b>,4 x 10-7,(EA),0.4571,'-,0.0387 cm increase,[0.024-0.054],LIN28B-AS1,Waist circumference adjusted for BMI in inactive individuals,"BMI-adjusted waist circumference, physical activity measurement",GCST004565,6:104916546,Anthropometric
2139,LIN28B,LIN28B,Paternal,rs7759938-<b>C</b>,7 x 10-7,,0.3294,'-,0.0372 cm increase,[0.023-0.052],LIN28B-AS1,Waist circumference adjusted for BMI in inactive individuals,"BMI-adjusted waist circumference, physical activity measurement",GCST004565,6:104931079,Anthropometric
2140,LIN28B,LIN28B,Paternal,rs7759938-<b>C</b>,4 x 10-11,(men),0.3219,'-,0.0431 cm increase,[0.03-0.056],LIN28B-AS1,Waist circumference adjusted for BMI in active individuals,"BMI-adjusted waist circumference, physical activity measurement",GCST004564,6:104931079,Anthropometric
2141,LIN28B,LIN28B,Paternal,rs7759938-<b>?</b>,3 x 10-13,(men),0.3303,'-,'-,'-,LIN28B-AS1,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),"BMI-adjusted waist circumference, physical activity measurement",GCST004563,6:104931079,Anthropometric
2142,LIN28B,LIN28B,Paternal,rs7759938-<b>?</b>,6 x 10-15,(women),0.3303,'-,'-,'-,LIN28B-AS1,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),"BMI-adjusted waist circumference, physical activity measurement",GCST004563,6:104931079,Anthropometric
2143,LIN28B,LIN28B,Paternal,rs7759938-<b>T</b>,8 x 10-31,,0.68,'-,0.045 unit decrease,[NR],LIN28B-AS1,Height,body height,GCST000817,6:104931079,Anthropometric
2144,LIN28B,LIN28B,Paternal,rs7759938-<b>?</b>,6 x 10-8,,NR,'-,0.03224117 unit decrease,[0.021-0.044],LIN28B-AS1,Height,body height,GCST008053,6:104931079,Anthropometric
2180,LIN28B,LIN28B,Paternal,rs314277-<b>A</b>,2 x 10-6,,0.15,'-,0.63 mean 2D:4D increase,[0.41-0.85],LIN28B,Digit length ratio,digit length ratio,GCST000630,6:104959787,Anthropometric
2181,LIN28B,LIN28B,Paternal,rs314277-<b>A</b>,2 x 10-19,,0.155,'-,0.498 unit increase,[0.39-0.61],LIN28B,Digit length ratio (right hand),digit length ratio,GCST005748,6:104959787,Anthropometric
2182,LIN28B,LIN28B,Paternal,rs314277-<b>A</b>,1 x 10-21,,0.155,'-,0.476 unit increase,[0.38-0.57],LIN28B,Digit length ratio,digit length ratio,GCST005750,6:104959787,Anthropometric
2183,LIN28B,LIN28B,Paternal,rs314277-<b>A</b>,1 x 10-18,,0.16,'-,0.404 unit increase,[0.31-0.49],LIN28B,Digit length ratio (left hand),digit length ratio,GCST005749,6:104959787,Anthropometric
2184,LIN28B,LIN28B,Paternal,rs314277-<b>A</b>,6 x 10-18,(EA),0.155,'-,0.428 unit increase,[0.33-0.53],LIN28B,Digit length ratio (left hand),digit length ratio,GCST005749,6:104959787,Anthropometric
2206,LIN28B,LIN28B-AS1,Paternal,rs11156429-<b>?</b>,3 x 10-15,(EA),0.4566,'-,'-,'-,LIN28B-AS1,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),"BMI-adjusted waist circumference, physical activity measurement",GCST004563,6:104916546,Anthropometric
2207,LIN28B,LIN28B-AS1,Paternal,rs7759938-<b>C</b>,5 x 10-12,(women),0.3414,'-,0.0435 cm increase,[0.031-0.056],LIN28B-AS1,Waist circumference adjusted for BMI in active individuals,"BMI-adjusted waist circumference, physical activity measurement",GCST004564,6:104931079,Anthropometric
2208,LIN28B,LIN28B-AS1,Paternal,rs7759938-<b>C</b>,4 x 10-11,,0.3303,'-,0.0286 cm increase,[0.02-0.037],LIN28B-AS1,Waist circumference adjusted for BMI in active individuals,"BMI-adjusted waist circumference, physical activity measurement",GCST004564,6:104931079,Anthropometric
2209,LIN28B,LIN28B-AS1,Paternal,rs7759938-<b>?</b>,1 x 10-15,,0.3303,'-,'-,'-,LIN28B-AS1,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),"BMI-adjusted waist circumference, physical activity measurement",GCST004563,6:104931079,Anthropometric
2210,LIN28B,LIN28B-AS1,Paternal,rs7759938-<b>?</b>,1 x 10-13,"(EA, men)",0.3209,'-,'-,'-,LIN28B-AS1,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),"BMI-adjusted waist circumference, physical activity measurement",GCST004563,6:104931079,Anthropometric
2211,LIN28B,LIN28B-AS1,Paternal,rs11156429-<b>?</b>,9 x 10-7,"(EA, women)",0.4566,'-,'-,'-,LIN28B-AS1,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction),"BMI-adjusted waist circumference, physical activity measurement",GCST004563,6:104916546,Anthropometric
2212,LIN28B,LIN28B-AS1,Paternal,rs7759938-<b>T</b>,5 x 10-8,,0.56,'-,0.031 unit decrease,[0.017-0.045],LIN28B-AS1,Height,body height,GCST002702,6:104931079,Anthropometric
2213,LIN28B,LIN28B-AS1,Paternal,rs7759938-<b>T</b>,2 x 10-6,"(EA, women)",0.6803,'-,0.0231 unit decrease,[0.013-0.033],LIN28B-AS1,Hip circumference adjusted for BMI,BMI-adjusted hip circumference,GCST004067,6:104931079,Anthropometric
2214,LIN28B,LIN28B-AS1,Paternal,rs7759938-<b>T</b>,2 x 10-13,(EA),0.6803,'-,0.0279 unit decrease,[0.02-0.035],LIN28B-AS1,Hip circumference adjusted for BMI,BMI-adjusted hip circumference,GCST004067,6:104931079,Anthropometric
2215,LIN28B,LIN28B-AS1,Paternal,rs7759938-<b>T</b>,1 x 10-9,"(EA,men)",0.6803,'-,0.0331 unit decrease,[0.023-0.044],LIN28B-AS1,Hip circumference adjusted for BMI,BMI-adjusted hip circumference,GCST004067,6:104931079,Anthropometric
2216,LIN28B,LIN28B-AS1,Paternal,rs11156429-<b>T</b>,2 x 10-15,(EA),0.4566,'-,0.0297 cm increase,[0.022-0.037],LIN28B-AS1,Waist circumference adjusted for body mass index,"BMI-adjusted waist circumference, physical activity measurement",GCST004562,6:104916546,Anthropometric
2217,LIN28B,LIN28B-AS1,Paternal,rs7759938-<b>C</b>,3 x 10-13,(men),0.3303,'-,0.0416 cm increase,[0.03-0.053],LIN28B-AS1,Waist circumference adjusted for body mass index,"BMI-adjusted waist circumference, physical activity measurement",GCST004562,6:104931079,Anthropometric
2218,LIN28B,LIN28B-AS1,Paternal,rs11156429-<b>T</b>,2 x 10-6,"(EA, women)",0.4566,'-,0.0232 cm increase,[0.014-0.033],LIN28B-AS1,Waist circumference adjusted for body mass index,"BMI-adjusted waist circumference, physical activity measurement",GCST004562,6:104916546,Anthropometric
2219,LIN28B,LIN28B-AS1,Paternal,rs7759938-<b>C</b>,2 x 10-13,"(EA, men)",0.3209,'-,0.0436 cm increase,[0.032-0.055],LIN28B-AS1,Waist circumference adjusted for body mass index,"BMI-adjusted waist circumference, physical activity measurement",GCST004562,6:104931079,Anthropometric
2220,LIN28B,LIN28B-AS1,Paternal,rs7759938-<b>C</b>,6 x 10-15,(women),0.3303,'-,0.043 cm increase,[0.032-0.054],LIN28B-AS1,Waist circumference adjusted for body mass index,"BMI-adjusted waist circumference, physical activity measurement",GCST004562,6:104931079,Anthropometric
2221,LIN28B,LIN28B-AS1,Paternal,rs7759938-<b>C</b>,3 x 10-15,,0.3303,'-,0.0302 cm increase,[0.023-0.038],LIN28B-AS1,Waist circumference adjusted for body mass index,"BMI-adjusted waist circumference, physical activity measurement",GCST004562,6:104931079,Anthropometric
