ID,Imprinted Gene,Gene,Paternal/Maternal,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
2565,PPP1R9A,PPP1R9A,Maternal,rs61749905-<b>A</b>,6 x 10-6,,0.013,'-,0.1606 unit decrease,[0.091-0.23],PPP1R9A,Waist circumference,waist circumference,GCST008151,7:95274165,Anthropometric
2566,PPP1R9A,PPP1R9A,Maternal,rs61749905-<b>A</b>,6 x 10-6,,0.013,'-,0.1606 unit decrease,[0.091-0.23],PPP1R9A,Waist circumference,waist circumference,GCST008160,7:95274165,Anthropometric
2622,RB1,RB1CC1,Maternal,rs7822058-<b>A</b>,3 x 10-7,(Leptin ),0.076,'-,0.04 ng/mL increase,[NR],"NPBWR1, RB1CC1",Obesity-related traits,leptin measurement,GCST001762,8:52772301,Anthropometric
2623,RB1,RB1CC1,Maternal,rs575733898-<b>T</b>,9 x 10-6,,0.0017,'-,0.8346 unit decrease,[0.47-1.2],"NPBWR1, RB1CC1",Waist circumference adjusted for body mass index,BMI-adjusted waist circumference,GCST008161,8:52806413,Anthropometric
2624,RB1,RB1CC1,Maternal,rs10095724-<b>G</b>,1 x 10-10,,0.637545,'-,0.00937064 unit increase,[0.0065-0.0122],"RB1CC1, NPBWR1",Body size at age 10,"comparative body size at age 10, self-reported",GCST010989,8:52826672,Anthropometric
2684,SLC22A2*,SLC22A2*,Maternal,rs2481044-<b>T</b>,5 x 10-7,(EA),0.257,'-,0.024 kg/m2 increase,[0.014-0.033],"SLC22A3, SLC22A2",Body mass index,body mass index,GCST002783,6:160286215,Anthropometric
2685,SLC22A2*,SLC22A2*,Maternal,rs2481044-<b>T</b>,2 x 10-6,,0.26,'-,0.021 kg/m2 increase,[0.012-0.03],"SLC22A3, SLC22A2",Body mass index,body mass index,GCST002783,6:160286215,Anthropometric
2686,SLC22A2*,SLC22A2*,Maternal,rs368123-<b>G</b>,3 x 10-8,(East Asian),0.386,'-,0.032 unit increase,[0.02-0.044],"SLC22A2, SLC22A3",Waist circumference,waist circumference,GCST003335,6:160298561,Anthropometric
2687,SLC22A2*,SLC22A2*,Maternal,rs368123-<b>G</b>,2 x 10-7,(East Asian women),0.386419646,'-,0.03636 unit increase,[0.023-0.05],"SLC22A2, SLC22A3",Waist circumference,waist circumference,GCST003335,6:160298561,Anthropometric
2688,SLC22A2*,SLC22A2*,Maternal,rs401746-<b>?</b>,6 x 10-12,,NR,'-,0.15119 unit increase,[0.11-0.19],"SLC22A2, SLC22A3",Fat-free mass,lean body mass,GCST007063,6:160319208,Anthropometric
2689,SLC22A2*,SLC22A2*,Maternal,rs401746-<b>?</b>,2 x 10-8,(male),NR,'-,0.19635 unit increase,[0.13-0.26],"SLC22A2, SLC22A3",Fat-free mass,lean body mass,GCST007063,6:160319208,Anthropometric
2690,SLC22A2*,SLC22A2*,Maternal,rs622217-<b>T</b>,4 x 10-24,,0.52,'-,0.019 unit increase,[0.015-0.023],"SLC22A2, SLC22A3",Waist-to-hip ratio adjusted for BMI,BMI-adjusted waist-hip ratio,GCST008733,6:160345738,Anthropometric
2691,SLC22A2*,SLC22A2*,Maternal,rs622217-<b>T</b>,5 x 10-8,,0.52,'-,'-,'-,"SLC22A2, SLC22A3",Waist-hip ratio,waist-hip ratio,GCST008734,6:160345738,Anthropometric
2734,SLC22A3*,SLC22A3*,Maternal,rs2481044-<b>T</b>,2 x 10-6,,0.26,'-,0.021 kg/m2 increase,[0.012-0.03],"SLC22A3, SLC22A2",Body mass index,body mass index,GCST002783,6:160286215,Anthropometric
2735,SLC22A3*,SLC22A3*,Maternal,rs2481044-<b>T</b>,5 x 10-7,(EA),0.257,'-,0.024 kg/m2 increase,[0.014-0.033],"SLC22A3, SLC22A2",Body mass index,body mass index,GCST002783,6:160286215,Anthropometric
2736,SLC22A3*,SLC22A3*,Maternal,rs368123-<b>G</b>,3 x 10-8,(East Asian),0.386,'-,0.032 unit increase,[0.02-0.044],"SLC22A2, SLC22A3",Waist circumference,waist circumference,GCST003335,6:160298561,Anthropometric
2737,SLC22A3*,SLC22A3*,Maternal,rs368123-<b>G</b>,2 x 10-7,(East Asian women),0.386419646,'-,0.03636 unit increase,[0.023-0.05],"SLC22A2, SLC22A3",Waist circumference,waist circumference,GCST003335,6:160298561,Anthropometric
2738,SLC22A3*,SLC22A3*,Maternal,rs401746-<b>?</b>,6 x 10-12,,NR,'-,0.15119 unit increase,[0.11-0.19],"SLC22A2, SLC22A3",Fat-free mass,lean body mass,GCST007063,6:160319208,Anthropometric
2739,SLC22A3*,SLC22A3*,Maternal,rs401746-<b>?</b>,2 x 10-8,(male),NR,'-,0.19635 unit increase,[0.13-0.26],"SLC22A2, SLC22A3",Fat-free mass,lean body mass,GCST007063,6:160319208,Anthropometric
2740,SLC22A3*,SLC22A3*,Maternal,rs622217-<b>T</b>,4 x 10-24,,0.52,'-,0.019 unit increase,[0.015-0.023],"SLC22A2, SLC22A3",Waist-to-hip ratio adjusted for BMI,BMI-adjusted waist-hip ratio,GCST008733,6:160345738,Anthropometric
2741,SLC22A3*,SLC22A3*,Maternal,rs622217-<b>T</b>,5 x 10-8,,0.52,'-,'-,'-,"SLC22A2, SLC22A3",Waist-hip ratio,waist-hip ratio,GCST008734,6:160345738,Anthropometric
2742,SLC22A3*,SLC22A3*,Maternal,rs668871-<b>T</b>,7 x 10-12,,0.469,'-,0.0134 unit decrease,[0.0095-0.0173],SLC22A3,Waist-hip ratio,waist-hip ratio,GCST008996,6:160348779,Anthropometric
2743,SLC22A3*,SLC22A3*,Maternal,rs668871-<b>?</b>,6 x 10-28,,NR,'-,'-,'-,SLC22A3,Waist-to-hip ratio adjusted for BMI,BMI-adjusted waist-hip ratio,GCST009858,6:160348779,Anthropometric
2744,SLC22A3*,SLC22A3*,Maternal,rs668871-<b>?</b>,6 x 10-38,,NR,'-,'-,'-,SLC22A3,Height,body height,GCST007841,6:160348779,Anthropometric
2745,SLC22A3*,SLC22A3*,Maternal,rs668871-<b>?</b>,8 x 10-30,,NR,'-,'-,'-,SLC22A3,Waist-hip ratio,waist-hip ratio,GCST007067,6:160348779,Anthropometric
2746,SLC22A3*,SLC22A3*,Maternal,rs474513-<b>A</b>,7 x 10-11,,0.51,'-,0.0116 unit increase,[0.0081-0.0151],SLC22A3,Waist-hip ratio,waist-hip ratio,GCST008997,6:160349280,Anthropometric
2747,SLC22A3*,SLC22A3*,Maternal,rs501470-<b>T</b>,2 x 10-24,,0.5037,'-,0.0174 unit increase,[0.014-0.021],SLC22A3,Waist-to-hip ratio adjusted for BMI,BMI-adjusted waist-hip ratio,GCST008994,6:160349886,Anthropometric
2749,SLC22A3*,SLC22A3*,Maternal,rs539958-<b>T</b>,2 x 10-11,,0.4831,'-,'-,'-,SLC22A3,Body mass index and LDL-C (pairwise),"low density lipoprotein cholesterol measurement, body mass index",GCST011335,6:160351810,Anthropometric
2751,SLC22A3*,SLC22A3*,Maternal,rs539958-<b>T</b>,5 x 10-10,,0.4831,'-,'-,'-,SLC22A3,Body fat percentage and LDL-C (pairwise),"low density lipoprotein cholesterol measurement, body fat percentage",GCST011343,6:160351810,Anthropometric
2752,SLC22A3*,SLC22A3*,Maternal,rs539958-<b>T</b>,7 x 10-10,,0.4831,'-,'-,'-,SLC22A3,Body mass index and systole blood pressure (pairwise),"systolic blood pressure, body mass index",GCST011331,6:160351810,Anthropometric
2753,SLC22A3*,SLC22A3*,Maternal,rs539958-<b>T</b>,3 x 10-10,,0.4831,'-,'-,'-,SLC22A3,Body mass index and coronary artery disease (pairwise),"body mass index, coronary artery disease",GCST011330,6:160351810,Anthropometric
2754,SLC22A3*,SLC22A3*,Maternal,rs487152-<b>A</b>,3 x 10-11,,0.4973,'-,0.0108 unit increase,[0.0077-0.0139],SLC22A3,Body mass index,body mass index,GCST009004,6:160353454,Anthropometric
2755,SLC22A3*,SLC22A3*,Maternal,rs487152-<b>A</b>,2 x 10-12,,0.49,'-,0.017 unit increase,[0.013-0.021],SLC22A3,Body mass index,body mass index,GCST004904,6:160353454,Anthropometric
2756,SLC22A3*,SLC22A3*,Maternal,rs487152-<b>C</b>,2 x 10-12,,NR,'-,0.018 unit decrease,[NR],SLC22A3,Body mass index,body mass index,GCST006368,6:160353454,Anthropometric
2757,SLC22A3*,SLC22A3*,Maternal,rs9364552-<b>?</b>,2 x 10-10,,NR,'-,0.019390795 unit decrease,[0.013-0.025],SLC22A3,Height,body height,GCST008839,6:160361902,Anthropometric
2758,SLC22A3*,SLC22A3*,Maternal,rs3127574-<b>C</b>,2 x 10-8,,0.51,'-,0.019 unit increase,'-,"AL591069.1, SLC22A3",Body mass index (age>50),body mass index,GCST005952,6:160370338,Anthropometric
2759,SLC22A3*,SLC22A3*,Maternal,rs3127574-<b>C</b>,4 x 10-6,,0.51,'-,'-,'-,"AL591069.1, SLC22A3",Body mass index,body mass index,GCST005951,6:160370338,Anthropometric
2760,SLC22A3*,SLC22A3*,Maternal,rs3127574-<b>C</b>,3 x 10-7,,0.51,'-,'-,'-,"AL591069.1, SLC22A3",Body mass index x sex x age interaction (4df test),"sex interaction measurement, body mass index, age at assessment",GCST005950,6:160370338,Anthropometric
2764,SLC22A3*,SLC22A3*,Maternal,rs9365164-<b>?</b>,6 x 10-8,,NR,'-,'-,'-,SLC22A3,Body mass index,body mass index,GCST007039,6:160435811,Anthropometric
2825,SMOC1,SMOC1,Maternal,rs7156508-<b>T</b>,1 x 10-9,,NR,'-,6.079 z-score increase,'-,SMOC1,Triglyceride levels,triglyceride measurement,GCST006436,14:69860617,Anthropometric
2826,SMOC1,SMOC1,Maternal,rs35230100-<b>CATAT</b>,8 x 10-14,,0.431849,'-,0.0534772 unit decrease,[0.04-0.067],SMOC1,Appendicular lean mass,appendicular lean mass,GCST009577,14:69881425,Anthropometric
2827,SMOC1,SMOC1,Maternal,rs35230100-<b>?</b>,1 x 10-10,,NR,'-,0.0137 unit decrease,[0.0094-0.018],SMOC1,Heel bone mineral density,heel bone mineral density,GCST006433,14:69881425,Anthropometric
2828,SMOC1,SMOC1,Maternal,rs1547088-<b>?</b>,1 x 10-33,,NR,'-,'-,'-,SMOC1,Height,body height,GCST007841,14:69946329,Anthropometric
2829,SMOC1,SMOC1,Maternal,rs227425-<b>G</b>,4 x 10-13,(spine),0.53,'-,2.2 unit decrease,[NR],SMOC1,Bone mineral density,bone density,GCST002276,14:69989982,Anthropometric
2830,SMOC1,SMOC1,Maternal,rs227425-<b>G</b>,2 x 10-6,(hip),0.53,'-,1.5 unit decrease,[NR],SMOC1,Bone mineral density,bone density,GCST002276,14:69989982,Anthropometric
2831,SMOC1,SMOC1,Maternal,rs227425-<b>G</b>,4 x 10-7,"(spine, EA)",0.53,'-,'-,'-,SMOC1,Bone mineral density,bone density,GCST002276,14:69989982,Anthropometric
2832,SMOC1,SMOC1,Maternal,rs227425-<b>G</b>,1 x 10-6,"(spine, East Asian)",0.48,'-,'-,'-,SMOC1,Bone mineral density,bone density,GCST002276,14:69989982,Anthropometric
2833,SMOC1,SMOC1,Maternal,rs56031625-<b>C</b>,9 x 10-10,,0.805223,'-,0.0143989 unit increase,[0.0098-0.019],SMOC1,Heel bone mineral density,heel bone mineral density,GCST006979,14:70000573,Anthropometric
2834,SMOC1,SMOC1,Maternal,rs56031625-<b>?</b>,3 x 10-10,,NR,'-,'-,'-,SMOC1,Heel bone mineral density,heel bone mineral density,GCST007066,14:70000573,Anthropometric
2866,SMOC1,SMOC1,Maternal,rs2332175-<b>A</b>,2 x 10-11,,0.529,'-,0.276 unit increase,[0.2-0.36],SMOC1,Digit length ratio (right hand),digit length ratio,GCST005748,14:69878694,Anthropometric
2867,SMOC1,SMOC1,Maternal,rs2332175-<b>A</b>,2 x 10-17,,0.529,'-,0.315 unit increase,[0.24-0.39],SMOC1,Digit length ratio,digit length ratio,GCST005750,14:69878694,Anthropometric
2868,SMOC1,SMOC1,Maternal,rs2332175-<b>A</b>,5 x 10-23,,0.526,'-,0.346 unit increase,[0.28-0.41],SMOC1,Digit length ratio (left hand),digit length ratio,GCST005749,14:69878694,Anthropometric
2869,SMOC1,SMOC1,Maternal,rs2332175-<b>A</b>,3 x 10-22,(EA),0.529,'-,0.36 unit increase,[0.29-0.43],SMOC1,Digit length ratio (left hand),digit length ratio,GCST005749,14:69878694,Anthropometric
2870,SMOC1,SMOC1,Maternal,rs11158820-<b>?</b>,2 x 10-11,,NR,'-,'-,'-,SMOC1,Digit length ratio,digit length ratio,GCST001788,14:69880631,Anthropometric
3010,TP73,TP73,Maternal,rs10910018-<b>A</b>,2 x 10-6,(men),0.04,'-,'-,'-,TP73,Visceral fat,visceral adipose tissue measurement,GCST001525,1:3734845,Anthropometric
3011,TP73,TP73,Maternal,rs12562437-<b>T</b>,2 x 10-6,(men),0.04,'-,'-,'-,TP73,Visceral adipose tissue/subcutaneous adipose tissue ratio,visceral:subcutaneous adipose tissue ratio,GCST001524,1:3734467,Anthropometric
3012,TP73,TP73,Maternal,rs10910018-<b>A</b>,2 x 10-6,(men),0.04,'-,'-,'-,TP73,Visceral fat,visceral adipose tissue measurement,GCST001525,1:3734845,Anthropometric
3013,TP73,TP73,Maternal,rs9662633-<b>A</b>,6 x 10-6,(men),0.05,'-,'-,'-,TP73,Visceral adipose tissue adjusted for BMI,"visceral adipose tissue measurement, body mass index",GCST001523,1:3732998,Anthropometric
3014,TP73,TP73,Maternal,rs34661835-<b>A</b>,3 x 10-6,,0.097,'-,0.0714 unit increase,[0.042-0.101],TP73,Waist-hip ratio,waist-hip ratio,GCST008155,1:3731690,Anthropometric
3021,UBE3A,UBE3A,Maternal,rs8025093-<b>C</b>,4 x 10-6,(BMD ),0.003,'-,0.03 g/cm2 increase,[NR],"SNHG14, UBE3A",Obesity-related traits,bone density,GCST001762,15:25357803,Anthropometric
50,ATP5F1EP2,ATP5F1EP2,Maternal,rs55836809-<b>A</b>,8 x 10-9,,0.779889,'-,0.018354 unit increase,[0.012-0.025],"PDX1, ATP5F1EP2",Birth weight,birth weight,GCST008362,13:27928737,Birth
870,H19,H19,Maternal,rs11042596-<b>T</b>,4 x 10-22,,0.336254,'-,0.026856 unit increase,[0.021-0.032],"H19, IGF2",Birth weight,birth weight,GCST008362,11:2097630,Birth
871,H19,H19,Maternal,rs72851023-<b>T</b>,7 x 10-10,,0.07,'-,0.0463 unit increase,[0.032-0.061],"IGF2, H19",Birth weight,birth weight,GCST005146,11:2109390,Birth
1895,KCNQ1,KCNQ1,Maternal,rs151216-<b>C</b>,6 x 10-9,,0.898719,'-,0.024751 unit increase,[0.016-0.033],"KCNQ1OT1, KCNQ1",Birth weight,birth weight,GCST008362,11:2659585,Birth
1896,KCNQ1,KCNQ1,Maternal,rs231350-<b>C</b>,3 x 10-6,,0.644553,'-,0.012585 unit increase,[0.0073-0.0178],"KCNQ1OT1, KCNQ1",Birth weight,birth weight,GCST008362,11:2692419,Birth
1897,KCNQ1,KCNQ1,Maternal,rs231350-<b>C</b>,5 x 10-8,,0.645376,'-,0.017947 unit increase,[0.012-0.024],"KCNQ1OT1, KCNQ1",Offspring birth weight,"birth weight, parental genotype effect measurement",GCST008363,11:2692419,Birth
1898,KCNQ1,KCNQ1,Maternal,rs234864-<b>A</b>,2 x 10-9,,0.547439,'-,0.015745 unit increase,[0.011-0.021],KCNQ1,Birth weight,birth weight,GCST008362,11:2836067,Birth
2354,MEG3,MEG3,Maternal,rs6575803-<b>C</b>,1 x 10-12,,0.895496,'-,0.031625 unit increase,[0.023-0.04],MEG3,Birth weight,birth weight,GCST008362,14:100791418,Birth
2611,RB1,RB1,Maternal,rs9535006-<b>A</b>,7 x 10-9,,0.25,'-,0.021 z score decrease,[0.013-0.029],"RB1-DT, ITM2B",Birth weight,birth weight,GCST009437,13:48275667,Birth
2612,RB1,RB1,Maternal,rs34217484-<b>A</b>,2 x 10-7,,0.264286,'-,0.018393 unit increase,[0.011-0.025],"RB1-DT, ITM2B",Offspring birth weight,"birth weight, parental genotype effect measurement",GCST008363,13:48280414,Birth
2613,RB1,RB1,Maternal,rs34217484-<b>A</b>,7 x 10-11,,0.26421,'-,0.0192 unit increase,[0.013-0.025],"RB1-DT, ITM2B",Birth weight,birth weight,GCST008362,13:48280414,Birth
2614,RB1,RB1,Maternal,rs2854355-<b>G</b>,2 x 10-8,,0.26,'-,0.024 unit increase,[0.016-0.032],RB1,Birth weight,birth weight,GCST005146,13:48308227,Birth
2632,RB1,RB1-DT,Maternal,rs9535006-<b>A</b>,7 x 10-9,,0.25,'-,0.021 z score decrease,[0.013-0.029],"RB1-DT, ITM2B",Birth weight,birth weight,GCST009437,13:48275667,Birth
2633,RB1,RB1-DT,Maternal,rs34217484-<b>A</b>,2 x 10-7,,0.264286,'-,0.018393 unit increase,[0.011-0.025],"RB1-DT, ITM2B",Offspring birth weight,"birth weight, parental genotype effect measurement",GCST008363,13:48280414,Birth
2634,RB1,RB1-DT,Maternal,rs34217484-<b>A</b>,7 x 10-11,,0.26421,'-,0.0192 unit increase,[0.013-0.025],"RB1-DT, ITM2B",Birth weight,birth weight,GCST008362,13:48280414,Birth
2,ADTRP,ADTRP,Maternal,rs9469930-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,ADTRP,Eosinophil counts,eosinophil count,GCST007065,6:11720988,Blood
3,ADTRP,ADTRP,Maternal,rs760788-<b>T</b>,4 x 10-12,,0.561099,'-,0.013442 SD unit decrease,[0.0096-0.0172],ADTRP,Lymphocyte counts,lymphocyte count,GCST90002316,6:11770472,Blood
4,ADTRP,ADTRP,Maternal,rs760788-<b>T</b>,2 x 10-10,,0.529695,'-,'-,'-,ADTRP,Lymphocyte counts,lymphocyte count,GCST90002320,6:11770472,Blood
5,ADTRP,ADTRP,Maternal,rs760788-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,ADTRP,White blood cell count,leukocyte count,GCST007070,6:11770472,Blood
25,ANO1,ANO1,Maternal,rs7939912-<b>A</b>,7 x 10-14,,0.60492,'-,0.01529 SD unit increase,[0.011-0.019],"ANO1, AP000879.2",Eosinophil counts,eosinophil count,GCST90002298,11:70135990,Blood
26,ANO1,ANO1,Maternal,rs7939912-<b>A</b>,9 x 10-11,,0.605021,'-,0.014747305 unit increase,[0.01-0.019],"ANO1, AP000879.2",Eosinophil percentage of white cells,eosinophil percentage of leukocytes,GCST90002382,11:70135990,Blood
27,ANO1,ANO1,Maternal,rs7939912-<b>A</b>,8 x 10-13,,0.596707,'-,'-,'-,"ANO1, AP000879.2",Eosinophil counts,eosinophil count,GCST90002302,11:70135990,Blood
28,ANO1,ANO1,Maternal,rs7939912-<b>A</b>,5 x 10-13,,0.604998,'-,0.016461702 unit increase,[0.012-0.021],"ANO1, AP000879.2",Eosinophil counts,eosinophil count,GCST90002381,11:70135990,Blood
29,ANO1,ANO1,Maternal,rs7939912-<b>?</b>,2 x 10-12,,NR,'-,'-,'-,"ANO1, AP000879.2",Eosinophil counts,eosinophil count,GCST007065,11:70135990,Blood
31,ANO1,ANO1,Maternal,rs2276066-<b>G</b>,6 x 10-9,,0.647386,'-,0.013533849 unit increase,[0.009-0.0181],ANO1,Basophil count,basophil count,GCST90002379,11:70161205,Blood
32,ANO1,ANO1,Maternal,rs2276066-<b>G</b>,9 x 10-11,,0.648326,'-,0.013903 SD unit increase,[0.0097-0.0181],ANO1,Basophil count,basophil count,GCST90002292,11:70161205,Blood
41,ATP10A,ATP10A,Maternal,"rs2930590-<b>C</b>, rs2925253-<b>A</b>, rs2086907-<b>A</b>, rs2925256-<b>C</b>, rs8025092-<b>C</b>, rs11858433-<b>A</b>, rs2930593-<b>G</b>, rs952121-<b>C</b>, rs7176242-<b>A</b>",5 x 10-17,,0.003,'-,'-,'-,AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,15:25633329|15:25630857|15:25628262|15:25627862|15:25630114|15:25636283|15:25632668|15:25630251|15:25632574,Blood
42,ATP10A,ATP10A,Maternal,"rs2930590-<b>C</b>, rs2925253-<b>A</b>, rs2086907-<b>A</b>, rs2925256-<b>C</b>, rs8025092-<b>T</b>, rs11858433-<b>A</b>, rs2930593-<b>G</b>, rs952121-<b>C</b>, rs7176242-<b>A</b>",2 x 10-9,,0.218,'-,'-,'-,AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A; AC023449.1 - ATP10A,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,15:25633329|15:25630857|15:25628262|15:25627862|15:25630114|15:25636283|15:25632668|15:25630251|15:25632574,Blood
53,CPA4,CPA4,Maternal,rs4731674-<b>T</b>,9 x 10-311,"(Carboxypeptidase A4, CPA4.9267.2.3)",0.47,'-,0.83 unit increase,[0.79-0.87],"CPA2, CPA4",Blood protein levels,blood protein measurement,GCST005806,7:130292525,Blood
54,CPA4,CPA4,Maternal,rs34587586-<b>T</b>,4 x 10-1248,"(Carboxypeptidase A4, CPA4.9267.2.3)",0.393,'-,1.17 unit decrease,[1.13-1.21],CPA4,Blood protein levels,blood protein measurement,GCST005806,7:130298758,Blood
55,CPA4,CPA4,Maternal,rs729167-<b>C</b>,4 x 10-332,"(CPA4, 9267_2_3)",0.7490625,'-,0.9936119 unit increase,[0.95-1.04],CPA4,Blood protein levels,blood protein measurement,GCST006585,7:130311268,Blood
141,DIO3OS,DIO3OS,Maternal,"rs10142332-<b>G</b>, rs12435279-<b>C</b>, rs12586651-<b>T</b>",3 x 10-7,,0.155,'-,'-,'-,LINC02314 - DIO3OS; No mapped genes; No mapped genes,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,14:101519289,Blood
863,H19,H19,Maternal,rs11042596-<b>G</b>,5 x 10-10,,0.662929,'-,0.014945593 unit decrease,[0.01-0.02],"H19, IGF2",Reticulocyte count,reticulocyte count,GCST90002405,11:2097630,Blood
1862,KCNQ1,KCNQ1,Maternal,rs179429-<b>A</b>,7 x 10-6,(ADP),0.167,'-,'-,'-,KCNQ1,Platelet aggregation,platelet aggregation,GCST000693,11:2529500,Blood
1863,KCNQ1,KCNQ1,Maternal,rs231353-<b>G</b>,2 x 10-9,,0.3493,'-,0.02308014 unit decrease,[0.016-0.031],"KCNQ1OT1, KCNQ1",Plateletcrit,platelet crit,GCST004607,11:2687789,Blood
1864,KCNQ1,KCNQ1,Maternal,rs231353-<b>G</b>,4 x 10-14,,0.357997,'-,0.014844 SD unit decrease,[0.011-0.019],"KCNQ1OT1, KCNQ1",Platelet count,platelet count,GCST90002357,11:2687789,Blood
1865,KCNQ1,KCNQ1,Maternal,rs231353-<b>G</b>,2 x 10-14,,0.465753,'-,'-,'-,"KCNQ1OT1, KCNQ1",Platelet count,platelet count,GCST90002361,11:2687789,Blood
1866,KCNQ1,KCNQ1,Maternal,rs231353-<b>G</b>,3 x 10-26,,0.349972,'-,0.025168354 unit decrease,[0.021-0.03],"KCNQ1OT1, KCNQ1",Plateletcrit,platelet crit,GCST90002400,11:2687789,Blood
1867,KCNQ1,KCNQ1,Maternal,rs231353-<b>G</b>,3 x 10-10,,0.349952,'-,0.014821836 unit decrease,[0.01-0.019],"KCNQ1OT1, KCNQ1",Platelet count,platelet count,GCST90002402,11:2687789,Blood
1868,KCNQ1,KCNQ1,Maternal,rs35957135-<b>A</b>,8 x 10-9,,0.308944,'-,0.014082907 unit decrease,[0.0093-0.0189],"KCNQ1OT1, KCNQ1",Mean platelet volume,mean platelet volume,GCST90002395,11:2698445,Blood
1869,KCNQ1,KCNQ1,Maternal,rs368427206-<b>G</b>,3 x 10-10,,0.274311,'-,'-,'-,"KCNQ1, KCNQ1OT1",Mean platelet volume,mean platelet volume,GCST90002349,11:2699514,Blood
1871,KCNQ1,KCNQ1,Maternal,rs5789271-<b>TG</b>,2 x 10-12,,0.539047,'-,0.016011694 unit decrease,[0.012-0.02],KCNQ1,Plateletcrit,platelet crit,GCST90002400,11:2778640,Blood
1872,KCNQ1,KCNQ1,Maternal,rs163171-<b>C</b>,1 x 10-13,,0.771935,'-,0.02020004 unit decrease,[0.015-0.026],KCNQ1,Plateletcrit,platelet crit,GCST90002400,11:2799835,Blood
1873,KCNQ1,KCNQ1,Maternal,rs202159835-<b>ACTGGGG</b>,2 x 10-11,,0.046903,'-,0.03850774 unit increase,[0.027-0.05],KCNQ1,Platelet count,platelet count,GCST90002402,11:2825181,Blood
1874,KCNQ1,KCNQ1,Maternal,rs4930011-<b>G</b>,5 x 10-10,,0.390332,'-,0.014246749 unit increase,[0.0098-0.0187],KCNQ1,High light scatter reticulocyte percentage of red cells,reticulocyte measurement,GCST90002386,11:2835428,Blood
1875,KCNQ1,KCNQ1,Maternal,rs2237896-<b>?</b>,7 x 10-39,,NR,'-,0.09115 unit decrease,[0.077-0.105],KCNQ1,Hemoglobin A1c levels,HbA1c measurement,GCST006001,11:2837210,Blood
1876,KCNQ1,KCNQ1,Maternal,rs2237896-<b>G</b>,2 x 10-7,,0.6145,'-,0.0251 unit increase,[0.015-0.035],KCNQ1,Glycated hemoglobin levels,HbA1c measurement,GCST007953,11:2837210,Blood
1902,KCNQ1,KCNQ1,Maternal,"rs10832134-<b>C</b>, rs12576156-<b>A</b>, rs11523905-<b>A</b>",3 x 10-15,,0.021,'-,'-,'-,KCNQ1; KCNQ1; KCNQ1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,11:2481256|11:2477588|11:2477029,Blood
1903,KCNQ1,KCNQ1,Maternal,"rs10832134-<b>C</b>, rs12576156-<b>A</b>, rs11523905-<b>G</b>",4 x 10-13,,0.241,'-,'-,'-,KCNQ1; KCNQ1; KCNQ1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,11:2481256|11:2477588|11:2477029,Blood
